"BirdMeat_DismantleActions[0].ActionName","食用","食用"
"Cod_Sta_StartingItem_NeckLace_Actions[0].ActionName"," Sta_StartingItem_NeckLace","Sta_StartingItem_NeckLace"
"Cod_Sta_TimeCountRefresh_Actions[0].ActionName"," Sta_TimeCountRefresh","Sta_TimeCountRefresh"
"Cod_Sta_Vehicle_AssaultVehicleBehavior_VehicleAlarm_Actions[0].ActionName"," Sta_Vehicle_AssaultVehicleBehavior_VehicleAlarm","Sta_Vehicle_AssaultVehicleBehavior_VehicleAlarm"
"Cod_Sta_Vultures_FlyDown_Actions[0].ActionName"," Sta_Animal_BiologicalActivity_Vulture","Sta_Animal_BiologicalActivity_Vulture"
"Cod_Tab_BottlesAndJars_TabName",,
"Cod_Tab_BottlesAndJars_TabName__T-cbPh9wvz1JNPHdtlXtR3KhVkQdU="," Medical supplies","医疗用品"
"Cod_Tab_BottlesAndJars_TabName__T-mpjJ7OT4PAM+od9/8e0rnGdliA0="," Bottles and containers","瓶罐容器"
"Cod_Tab_BottlesAndJars_TabName__T-OxMmTaHBa3KGXyozzw8/mlvB4js="," board","木板"
"Cod_Tab_BottlesAndJars_TabName__T-q5/4HaybHrisKQUp/yByTfRFV9Y="," sound","声音"
"Cod_Tab_BottlesAndJars_TabName__T-RA8EKnT02UZbXnI7oSHsFG3pnSY="," Metal Materials","金属材料"
"Cod_Tab_BottlesAndJars_TabName__T-TO9hUli0pvwgihJIsaFFayUIr1I="," soil","泥土"
"Cod_Tab_BottlesAndJars_TabName__T-Xy4v8ssIy+DmWYkr7MSD9qFHhC8="," Big sound!","大声音！"
"Cod_Tab_BottlesAndJars_TabName__T-yFYnBQz4Qx+tbQ+BfKZ6sr7ndOM="," Big big!","大大大！"
"Cod_Tab_BottlesAndJars_TabName__T-z4TL3TJbfdai6wPEhGuPz4oqO0E="," Loud sound!","声音大！"
"Cod_Tab_Chemicals_ChemicalProducts_TabName"," Chemical Products","ChemicalProducts"
"Cod_Tab_Deal_BloodPlage_TabName"," Blood Plague","血疫"
"Cod_Tab_Deal_Joy_TabName"," Purchase of raw materials","购买原材料"
"Cod_Tab_Deal_LaoHuJi_TabName"," Slot Machines","老虎机"
"Cod_Tab_Deal_Menu_TabName"," Ordering","点菜"
"Cod_Tab_Deal_PlantingSystem_TabName"," logistics","后勤"
"Cod_Tab_Deal_Production_TabName"," Production","制作"
"Cod_Tab_Deal_Seal_TabName"," Selling goods","出售货物"
"Cod_Tab_Deal_TabName"," trade","交易"
"Cod_Tab_Deal_Toolss_TabName"," Buying Equipment","购买装备"
"Cod_Tab_deall_TabName"," Vending machine transactions","售货机交易"
"Cod_Tab_HomemadeCan_TabName"," Canned Food","罐装食物"
"Cod_Tab_InfectedMaterial_TabName",,
"Cod_Tab_InfectedMaterial_TabName__T-48Ls/8YaCYJybamZV5tXaZHClfE="," Infectious materials","感染材料"
"Cod_Tab_InfectedMaterial_TabName__T-UaA+If2vfW2nKfqX6GeR/fKkmJE="," flesh","血肉"
"Cod_Tab_job_TabName"," Work","工作"
"Cod_Tab_Makingsmoething_TabName"," Making basic materials","制作基本材料"
"Cod_Tab_pickup_TabName"," Pack","打包"
"Cod_Tab_Quest_TabName"," Task","任务"
"Cod_Tag_key_InGameName"," key","钥匙"
"Cod_Test_AxeStone_CardDescription",,
"Cod_Test_AxeStone_CardName",,
"Cod_Test_Camp_CardDescription",,
"Cod_Test_Camp_CardInteractions[0].ActionName",,
"Cod_Test_Camp_CardInteractions[1].ActionName",,
"Cod_Test_Camp_CardInteractions[2].ActionName",,
"Cod_Test_Camp_CardInteractions[3].ActionName",,
"Cod_Test_Camp_CardInteractions[3].ActionName*",,
"Cod_Test_Camp_CardInteractions[4].ActionName",,
"Cod_Test_Camp_CardInteractions[5].ActionName",,
"Cod_Test_Camp_CardInteractions[6].ActionName",,
"Cod_Test_Camp_CardInteractions[7].ActionName",,
"Cod_Test_Camp_CardName",,
"Cod_Test_Camp_DismantleActions[0].ActionName",,
"Cod_Test_Camp_DismantleActions[0].RequiredReceivingDurabilities.FailMessage",,
"Cod_Test_CampFire_CardDescription",,
"Cod_Test_CampFire_CardInteractions[0].ActionName",,
"Cod_Test_CampFire_CardInteractions[1].ActionName",,
"Cod_Test_CampFire_CardInteractions[2].ActionName",,
"Cod_Test_CampFire_CardInteractions[3].ActionName",,
"Cod_Test_CampFire_CardInteractions[3].ActionName*",,
"Cod_Test_CampFire_CardInteractions[4].ActionName",,
"Cod_Test_CampFire_CardInteractions[5].ActionName",,
"Cod_Test_CampFire_CardInteractions[6].ActionName",,
"Cod_Test_CampFire_CardInteractions[7].ActionName",,
"Cod_Test_CampFire_CardInteractions[8].ActionName",,
"Cod_Test_CampFire_CardName",,
"Cod_Test_CampFire_CookingRecipes[0].ActionName",,
"Cod_Test_CampFire_CookingRecipes[1].ActionName",,
"Cod_Test_CampFire_CookingRecipes[10].ActionName",,
"Cod_Test_CampFire_CookingRecipes[11].ActionName",,
"Cod_Test_CampFire_CookingRecipes[12].ActionName",,
"Cod_Test_CampFire_CookingRecipes[13].ActionName",,
"Cod_Test_CampFire_CookingRecipes[14].ActionName",,
"Cod_Test_CampFire_CookingRecipes[14].ActionName*",,
"Cod_Test_CampFire_CookingRecipes[15].ActionName",,
"Cod_Test_CampFire_CookingRecipes[15].CustomCookingText",,
"Cod_Test_CampFire_CookingRecipes[15].CustomNotification",,
"Cod_Test_CampFire_CookingRecipes[16].ActionName",,
"Cod_Test_CampFire_CookingRecipes[17].ActionName",,
"Cod_Test_CampFire_CookingRecipes[18].ActionName",,
"Cod_Test_CampFire_CookingRecipes[19].ActionName",,
"Cod_Test_CampFire_CookingRecipes[2].ActionName",,
"Cod_Test_CampFire_CookingRecipes[20].ActionName",,
"Cod_Test_CampFire_CookingRecipes[21].ActionName",,
"Cod_Test_CampFire_CookingRecipes[22].ActionName",,
"Cod_Test_CampFire_CookingRecipes[23].ActionName",,
"Cod_Test_CampFire_CookingRecipes[24].ActionName",,
"Cod_Test_CampFire_CookingRecipes[25].ActionName",,
"Cod_Test_CampFire_CookingRecipes[26].ActionName",,
"Cod_Test_CampFire_CookingRecipes[27].ActionName",,
"Cod_Test_CampFire_CookingRecipes[28].ActionName",,
"Cod_Test_CampFire_CookingRecipes[29].ActionName",,
"Cod_Test_CampFire_CookingRecipes[3].ActionName",,
"Cod_Test_CampFire_CookingRecipes[30].ActionName",,
"Cod_Test_CampFire_CookingRecipes[31].ActionName",,
"Cod_Test_CampFire_CookingRecipes[32].ActionName",,
"Cod_Test_CampFire_CookingRecipes[33].ActionName",,
"Cod_Test_CampFire_CookingRecipes[34].ActionName",,
"Cod_Test_CampFire_CookingRecipes[34].ActionName*",,
"Cod_Test_CampFire_CookingRecipes[35].ActionName",,
"Cod_Test_CampFire_CookingRecipes[37].ActionName",,
"Cod_Test_CampFire_CookingRecipes[38].ActionName",,
"Cod_Test_CampFire_CookingRecipes[39].ActionName",,
"Cod_Test_CampFire_CookingRecipes[4].ActionName",,
"Cod_Test_CampFire_CookingRecipes[40].ActionName",,
"Cod_Test_CampFire_CookingRecipes[41].ActionName",,
"Cod_Test_CampFire_CookingRecipes[42].ActionName",,
"Cod_Test_CampFire_CookingRecipes[43].ActionName",,
"Cod_Test_CampFire_CookingRecipes[44].ActionName",,
"Cod_Test_CampFire_CookingRecipes[45].ActionName",,
"Cod_Test_CampFire_CookingRecipes[46].ActionName",,
"Cod_Test_CampFire_CookingRecipes[47].ActionName",,
"Cod_Test_CampFire_CookingRecipes[48].ActionName",,
"Cod_Test_CampFire_CookingRecipes[49].ActionName",,
"Cod_Test_CampFire_CookingRecipes[5].ActionName",,
"Cod_Test_CampFire_CookingRecipes[50].ActionName",,
"Cod_Test_CampFire_CookingRecipes[51].ActionName",,
"Cod_Test_CampFire_CookingRecipes[52].ActionName",,
"Cod_Test_CampFire_CookingRecipes[52].ActionName*",,
"Cod_Test_CampFire_CookingRecipes[53].ActionName",,
"Cod_Test_CampFire_CookingRecipes[54].ActionName",,
"Cod_Test_CampFire_CookingRecipes[55].ActionName",,
"Cod_Test_CampFire_CookingRecipes[56].ActionName",,
"Cod_Test_CampFire_CookingRecipes[57].ActionName",,
"Cod_Test_CampFire_CookingRecipes[58].ActionName",,
"Cod_Test_CampFire_CookingRecipes[59].ActionName",,
"Cod_Test_CampFire_CookingRecipes[6].ActionName",,
"Cod_Test_CampFire_CookingRecipes[6].ActionName*",,
"Cod_Test_CampFire_CookingRecipes[60].ActionName",,
"Cod_Test_CampFire_CookingRecipes[61].ActionName",,
"Cod_Test_CampFire_CookingRecipes[62].ActionName",,
"Cod_Test_CampFire_CookingRecipes[63].ActionName",,
"Cod_Test_CampFire_CookingRecipes[64].ActionName",,
"Cod_Test_CampFire_CookingRecipes[65].ActionName",,
"Cod_Test_CampFire_CookingRecipes[66].ActionName",,
"Cod_Test_CampFire_CookingRecipes[67].ActionName",,
"Cod_Test_CampFire_CookingRecipes[68].ActionName",,
"Cod_Test_CampFire_CookingRecipes[70].ActionName",,
"Cod_Test_CampFire_CookingRecipes[8].ActionName",,
"Cod_Test_CampFire_CookingRecipes[8].ActionName*",,
"Cod_Test_CampFire_CookingRecipes[8].CannotCookText",,
"Cod_Test_CampFire_CookingRecipes[8].CannotCookText*",,
"Cod_Test_CampFire_CookingRecipes[9].ActionName",,
"Cod_Test_CampFire_DismantleActions[0].ActionName",,
"Cod_Test_CampFire_DismantleActions[0].RequiredReceivingDurabilities.FailMessage",,
"Cod_Test_CampFire_DismantleActions[1].ActionName",,
"Cod_test_CardDescription",,
"Cod_Test_CardDescription",,
"Cod_test_CardInteractions[0].ActionName",,
"Cod_test_CardName",,
"Cod_Test_CardName",,
"Cod_Test_ClayPotCoolerOn_CardDescription",,
"Cod_Test_ClayPotCoolerOn_CardInteractions[0].ActionName",,
"Cod_Test_ClayPotCoolerOn_CardName",,
"Cod_Test_ClayPotCoolerOn_DismantleActions[0].ActionName",,
"Cod_Test_ClayPotCoolerOn_FuelCapacity.OnZero.ActionDescription",,
"Cod_Test_CompostBin_CardDescription",,
"Cod_Test_CompostBin_CardInteractions[0].ActionName",,
"Cod_Test_CompostBin_CardInteractions[1].ActionName",,
"Cod_Test_CompostBin_CardInteractions[2].ActionName",,
"Cod_Test_CompostBin_CardName",,
"Cod_Test_CompostBin_CookingConditions.CookingPausedNotification",,
"Cod_Test_CompostBin_CookingRecipes[0].ActionName",,
"Cod_Test_CompostBin_CookingRecipes[0].CustomCookingText",,
"Cod_Test_CompostBin_DismantleActions[0].ActionName",,
"Cod_Test_Crop_Potatoes_CardDescription",,
"Cod_Test_Crop_Potatoes_CardInteractions[0].ActionName",,
"Cod_Test_Crop_Potatoes_CardInteractions[1].ActionName",,
"Cod_Test_Crop_Potatoes_CardInteractions[2].ActionName",,
"Cod_Test_Crop_Potatoes_CardInteractions[3].ActionName",,
"Cod_Test_CropPlotKava_CardDescription",,
"Cod_Test_CropPlotKava_CardInteractions[0].ActionName",,
"Cod_Test_CropPlotKava_CardInteractions[1].ActionName",,
"Cod_Test_CropPlotKava_CardInteractions[2].ActionName",,
"Cod_Test_CropPlotKava_CardName",,
"Cod_Test_CropPlotKava_DismantleActions[0].ActionName",,
"Cod_Test_CropPlotKava_FuelCapacity.CardStatName",,
"Cod_Test_CropPlotKava_Progress.CardStatName",,
"Cod_Test_CropPlotKava_SpecialDurability1.CardStatName",,
"Cod_Test_CropPlotKava_SpecialDurability2.CardStatName",,
"Cod_Test_CropPlotKava_SpecialDurability3.CardStatName",,
"Cod_Test_CropPlotKava_SpecialDurability4.CardStatName",,
"Cod_Test_CropPlotKava_SpoilageTime.CardStatName",,
"Cod_Test_CropPlotKava_UsageDurability.CardStatName",,
"Cod_Test_CropPlotKava_UsageDurability.OnZero.ActionName",,
"Cod_Test_DefaultStatusDescription",,
"Cod_Test_DefaultStatusName",,
"Cod_Test_Derealization_Description",,
"Cod_Test_Derealization_GameName",,
"Cod_Test_Derealization_Statuses[0].Description",,
"Cod_Test_Derealization_Statuses[0].GameName",,
"Cod_Test_Derealization_Statuses[1].Description",,
"Cod_Test_Derealization_Statuses[1].GameName",,
"Cod_Test_Derealization_Statuses[2].Description",,
"Cod_Test_Derealization_Statuses[2].GameName",,
"Cod_Test_Description",,
"Cod_test_EncounterTitle",,
"Cod_test_EnemyName",,
"Cod_Test_Event_MonitorFight_CardDescription",,
"Cod_Test_Event_MonitorFight_CardName",,
"Cod_Test_Event_MonitorFight_DismantleActions[0].ActionName",,
"Cod_Test_Event_MonitorFight_DismantleActions[1].ActionName",,
"Cod_Test_Event_MonitorFight_DismantleActions[2].ActionName",,
"Cod_Test_Event_MonitorFight_DismantleActions[3].ActionName",,
"Cod_Test_Event_MonitorFight_DismantleActions[4].ActionName",,
"Cod_Test_Event_MonitorFight_DismantleActions[5].ActionDescription",,
"Cod_Test_Event_MonitorFight_DismantleActions[5].ActionName",,
"Cod_Test_Event_PalmTree_CardDescription"," You've successfully climbed the Palm Tree. Its coconuts are now yours.","You've successfully climbed the Palm Tree. Its coconuts are now yours."
"Cod_Test_Event_PalmTree_CardName"," Palm Tree","Palm Tree"
"Cod_Test_Event_PalmTree_DismantleActions[0].ActionName"," Continue","Continue"
"Cod_Test_Fertilizer_CardDescription",,
"Cod_Test_Fertilizer_CardName",,
"Cod_Test_GameName",,
"Cod_Test_PalmTreeNew_CardDescription"," Could get coconuts from it, if I'm willing to risk it up there.","Could get coconuts from it, if I'm willing to risk it up there."
"Cod_Test_PalmTreeNew_CardInteractions[0].ActionName"," Cut Down","Cut Down"
"Cod_Test_PalmTreeNew_CardInteractions[1].ActionName"," Cut Down","Cut Down"
"Cod_Test_PalmTreeNew_CardInteractions[2].ActionName"," Throw Rock","Throw Rock"
"Cod_Test_PalmTreeNew_CardInteractions[2].ActionName*"," Shoot Rock","Shoot Rock"
"Cod_Test_PalmTreeNew_CardInteractions[3].ActionName"," Send Macaque","Send Macaque"
"Cod_Test_PalmTreeNew_CardName"," Palm Tree","Palm Tree"
"Cod_Test_PalmTreeNew_DismantleActions[0].ActionName"," Climb","Climb"
"Cod_Test_PalmTreeNew_DismantleActions[1].ActionName"," Train Climbing","Train Climbing"
"Cod_Test_PalmTreeNew_FuelCapacity.CardStatName"," Coconut Growth","Coconut Growth"
"Cod_Test_PalmTreeNew_FuelCapacity.OnFull.ActionDescription"," The Tree has Coconuts again!","Tree has Coconuts again!"
"Cod_Test_PalmTreeNew_OnStatsChangeActions[0].ActionName"," Cleared","Cleared"
"Cod_Test_PalmTreeNew_Progress.OnFull.ActionDescription"," Tree Felled","Tree Felled"
"Cod_Test_PalmTreeNew_Progress.OnZero.ActionDescription"," Tree Down!","Tree Down!"
"Cod_Test_PalmTreeNew_SpecialDurability1.CardStatName"," Coconut Growth","Coconut Growth"
"Cod_Test_PalmTreeNew_SpecialDurability1.OnFull.ActionDescription"," The tree has grown coconuts!","Tree has grown coconuts!"
"Cod_Test_PalmTreeNew_UsageDurability.CardStatName"," Coconuts","Coconuts"
"Cod_Test_RottenRemains_CardDescription",,
"Cod_Test_RottenRemains_CardName",,
"Cod_Test_RottenRemains_DismantleActions[0].ActionName",,
"Cod_Test_Statuses[0].Description",,
"Cod_Test_Statuses[0].GameName",,
"Cod_Test_Statuses[1].Description",,
"Cod_Test_Statuses[1].GameName",,
"Cod_Test_Statuses[2].GameName",,
"Cod_Test_Statuses[3].GameName",,
"Cod_Test_Statuses[4].GameName",,
"Cod_Test_Statuses[5].GameName",,
"Cod_Test_Statuses[6].GameName",,
"Cod_Test_Statuses[7].GameName",,
"Cod_Test_Statuses[8].GameName",,
"Cod_Test_TropicalIsland_LightRain_CardDescription",,
"Cod_Test_TropicalIsland_LightRain_CardName",,
"Cod_Test_WoodenNeedle_CardDescription","Needed to craft more complex cloth and leather items.","Needed to craft more complex cloth and leather items."
"Cod_Test_WoodenNeedle_CardInteractions[0].ActionName"," Thread","Thread"
"Cod_Test_WoodenNeedle_CardName"," Wooden Needle","Wooden Needle"
"Cod_Test_骨折_CardDescription"," It hurts so much.","It hurts so much."
"Cod_Test_骨折_CardInteractions[0].ActionName"," Apply","Apply"
"Cod_Test_骨折_CardName"," Arm Fracture","Arm Fracture"
"Cod_Test_骨折_CookingRecipes[0].ActionName"," Splint","Splint"
"Cod_Test_骨折_CookingRecipes[0].CustomCookingText"," Constraining Movement","Constraining Movement"
"Cod_Test_骨折_InventorySlotsText"," PLACE SPLINT HERE","PLACE SPLINT HERE"
"Cod_Test_骨折_Progress.OnFull.ActionDescription"," I think I had the tourniquet for too long.","I think I had the tourniquet for too long."
"Cod_Test_骨折_Progress.OnFull.ActionName"," Tourniquet Damage","Tourniquet Damage"
"Cod_Test_骨折_SpoilageTime.OnFull.ActionDescription"," My wound is much better now!","My wound is much better now!"
"Cod_Test_骨折_SpoilageTime.OnFull.ActionLog.LogText"," My fracture healed.","My fracture healed."
"Cod_Test_骨折_SpoilageTime.OnFull.ActionName"," Fracture","Fracture"
"Cod_Test_骨折手部_CardDescription"," It hurts so much.","It hurts so much."
"Cod_Test_骨折手部_CardInteractions[0].ActionName"," Apply","Apply"
"Cod_Test_骨折手部_CardName"," Arm Fracture","Arm Fracture"
"Cod_Test_骨折手部_CookingRecipes[0].ActionName"," Splint","Splint"
"Cod_Test_骨折手部_CookingRecipes[0].CustomCookingText"," Constraining Movement","Constraining Movement"
"Cod_Test_骨折手部_InventorySlotsText"," PLACE SPLINT HERE","PLACE SPLINT HERE"
"Cod_Test_骨折手部_Progress.OnFull.ActionDescription"," I think I had the tourniquet for too long.","I think I had the tourniquet for too long."
"Cod_Test_骨折手部_Progress.OnFull.ActionName"," Tourniquet Damage","Tourniquet Damage"
"Cod_Test_骨折手部_SpoilageTime.OnFull.ActionDescription"," My wound is much better now!","My wound is much better now!"
"Cod_Test_骨折手部_SpoilageTime.OnFull.ActionLog.LogText"," My fracture healed.","My fracture healed."
"Cod_Test_骨折手部_SpoilageTime.OnFull.ActionName"," Fracture","Fracture"
"Cod_TestCampfire_CardDescription",,
"Cod_TestCampfire_CardInteractions[0].ActionName",,
"Cod_TestCampfire_CardInteractions[1].ActionName",,
"Cod_TestCampfire_CardInteractions[2].ActionName",,
"Cod_TestCampfire_CardInteractions[3].ActionName",,
"Cod_TestCampfire_CardInteractions[4].ActionName",,
"Cod_TestCampfire_CardInteractions[5].ActionName",,
"Cod_TestCampfire_CardInteractions[6].ActionName",,
"Cod_TestCampfire_CardInteractions[7].ActionName",,
"Cod_TestCampfire_CardInteractions[8].ActionName",,
"Cod_TestCampfire_CardInteractions[9].ActionName",,
"Cod_TestCampfire_CardName",,
"Cod_TestCampfire_CookingRecipes[0].ActionName",,
"Cod_TestCampfire_CookingRecipes[1].ActionName",,
"Cod_TestCampfire_CookingRecipes[10].ActionName",,
"Cod_TestCampfire_CookingRecipes[11].ActionName",,
"Cod_TestCampfire_CookingRecipes[12].ActionName",,
"Cod_TestCampfire_CookingRecipes[13].ActionName",,
"Cod_TestCampfire_CookingRecipes[14].ActionName",,
"Cod_TestCampfire_CookingRecipes[15].ActionName",,
"Cod_TestCampfire_CookingRecipes[15].CustomCookingText",,
"Cod_TestCampfire_CookingRecipes[15].CustomNotification",,
"Cod_TestCampfire_CookingRecipes[16].ActionName",,
"Cod_TestCampfire_CookingRecipes[17].ActionName",,
"Cod_TestCampfire_CookingRecipes[18].ActionName",,
"Cod_TestCampfire_CookingRecipes[19].ActionName",,
"Cod_TestCampfire_CookingRecipes[2].ActionName",,
"Cod_TestCampfire_CookingRecipes[20].ActionName",,
"Cod_TestCampfire_CookingRecipes[21].ActionName",,
"Cod_TestCampfire_CookingRecipes[22].ActionName",,
"Cod_TestCampfire_CookingRecipes[23].ActionName",,
"Cod_TestCampfire_CookingRecipes[24].ActionName",,
"Cod_TestCampfire_CookingRecipes[25].ActionName",,
"Cod_TestCampfire_CookingRecipes[26].ActionName",,
"Cod_TestCampfire_CookingRecipes[27].ActionName",,
"Cod_TestCampfire_CookingRecipes[28].ActionName",,
"Cod_TestCampfire_CookingRecipes[29].ActionName",,
"Cod_TestCampfire_CookingRecipes[3].ActionName",,
"Cod_TestCampfire_CookingRecipes[30].ActionName",,
"Cod_TestCampfire_CookingRecipes[31].ActionName",,
"Cod_TestCampfire_CookingRecipes[32].ActionName",,
"Cod_TestCampfire_CookingRecipes[33].ActionName",,
"Cod_TestCampfire_CookingRecipes[34].ActionName",,
"Cod_TestCampfire_CookingRecipes[35].ActionName",,
"Cod_TestCampfire_CookingRecipes[37].ActionName",,
"Cod_TestCampfire_CookingRecipes[38].ActionName",,
"Cod_TestCampfire_CookingRecipes[39].ActionName",,
"Cod_TestCampfire_CookingRecipes[4].ActionName",,
"Cod_TestCampfire_CookingRecipes[40].ActionName",,
"Cod_TestCampfire_CookingRecipes[41].ActionName",,
"Cod_TestCampfire_CookingRecipes[42].ActionName",,
"Cod_TestCampfire_CookingRecipes[43].ActionName",,
"Cod_TestCampfire_CookingRecipes[44].ActionName",,
"Cod_TestCampfire_CookingRecipes[45].ActionName",,
"Cod_TestCampfire_CookingRecipes[46].ActionName",,
"Cod_TestCampfire_CookingRecipes[47].ActionName",,
"Cod_TestCampfire_CookingRecipes[48].ActionName",,
"Cod_TestCampfire_CookingRecipes[49].ActionName",,
"Cod_TestCampfire_CookingRecipes[5].ActionName",,
"Cod_TestCampfire_CookingRecipes[50].ActionName",,
"Cod_TestCampfire_CookingRecipes[51].ActionName",,
"Cod_TestCampfire_CookingRecipes[52].ActionName",,
"Cod_TestCampfire_CookingRecipes[53].ActionName",,
"Cod_TestCampfire_CookingRecipes[54].ActionName",,
"Cod_TestCampfire_CookingRecipes[55].ActionName",,
"Cod_TestCampfire_CookingRecipes[56].ActionName",,
"Cod_TestCampfire_CookingRecipes[57].ActionName",,
"Cod_TestCampfire_CookingRecipes[58].ActionName",,
"Cod_TestCampfire_CookingRecipes[59].ActionName",,
"Cod_TestCampfire_CookingRecipes[6].ActionName",,
"Cod_TestCampfire_CookingRecipes[6].ActionName*",,
"Cod_TestCampfire_CookingRecipes[60].ActionName",,
"Cod_TestCampfire_CookingRecipes[61].ActionName",,
"Cod_TestCampfire_CookingRecipes[62].ActionName",,
"Cod_TestCampfire_CookingRecipes[63].ActionName",,
"Cod_TestCampfire_CookingRecipes[64].ActionName",,
"Cod_TestCampfire_CookingRecipes[65].ActionName",,
"Cod_TestCampfire_CookingRecipes[66].ActionName",,
"Cod_TestCampfire_CookingRecipes[67].ActionName",,
"Cod_TestCampfire_CookingRecipes[68].ActionName",,
"Cod_TestCampfire_CookingRecipes[70].ActionName",,
"Cod_TestCampfire_CookingRecipes[72].ActionName",,
"Cod_TestCampfire_CookingRecipes[8].ActionName",,
"Cod_TestCampfire_CookingRecipes[8].ActionName*",,
"Cod_TestCampfire_CookingRecipes[8].CannotCookText",,
"Cod_TestCampfire_CookingRecipes[8].CannotCookText*",,
"Cod_TestCampfire_CookingRecipes[9].ActionName",,
"Cod_TestCampfire_DismantleActions[0].ActionName",,
"Cod_TestCampfire_DismantleActions[0].RequiredReceivingDurabilities.FailMessage",,
"Cod_TestCampfire_DismantleActions[1].ActionName",,
"Cod_TestCampfire_DismantleActions[2].ActionName",,
"Cod_town一把钥匙_CardDescription"," A key, a treasure chest is needed","一把钥匙，需要宝箱"
"Cod_town一把钥匙_CardName"," key","钥匙"
"Cod_trade_EncounterTitle",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[0]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[1]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[2]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[3]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[4]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[5]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[6]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[7]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[8]",,
"Cod_trade_EnemyActions[0].ActionLog.AlternateLogTexts[9]",,
"Cod_trade_EnemyActions[0].ActionLog.LogText",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[0]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[1]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[2]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[3]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[4]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[5]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[6]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[7]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[8]",,
"Cod_trade_EnemyActions[0].FailureLog.AlternateLogTexts[9]",,
"Cod_trade_EnemyActions[0].FailureLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.MediumWounds[0].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.MediumWounds[1].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.MinorWounds[0].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.MinorWounds[1].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.MinorWounds[2].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[0]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[1]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[2]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[3]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[4]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[5]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[6]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[7]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[8]",,
"Cod_trade_EnemyActions[0].SuccessLog.AlternateLogTexts[9]",,
"Cod_trade_EnemyActions[0].SuccessLog.LogText",,
"Cod_trade_EnemyActions[1].ActionLog.LogText",,
"Cod_trade_EnemyActions[2].ActionLog.LogText",,
"Cod_trade_EnemyGettingCloseLog.LogText",,
"Cod_trade_EnemyName",,
"Cod_trade_EnemyWinEffects.ResultLog.LogText",,
"Cod_trade_PlayerWinEffects.ResultLog.LogText",,
"Cod_trade_Special1Effects.ResultLog.LogText",,
"Cod_trade_TieEffects.ResultLog.LogText",,
"Cod_trade1_EncounterTitle",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[0]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[1]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[2]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[3]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[4]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[5]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[6]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[7]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[8]",,
"Cod_trade1_EnemyActions[0].ActionLog.AlternateLogTexts[9]",,
