Key,English,Chinese,IsDuplicate,IsNotCardKey,IsGameKey,CardDefault,SimpEn-English,SimpEn-Chinese,SimpCn-English,SimpCn-Chinese
Cod_杂工工作蓝图_UnlockConditionsDesc,,需要商人,,,,需要商人,,,,
Cod_椰子罐头_CardDescription,,里面有椰肉和椰汁,,,,里面有椰肉和椰汁,,,,
Cod_椰子罐头_CardName,,椰子罐头,,,,椰子罐头,,,,
Cod_椰子罐头_DismantleActions[0].ActionLog.LogText,,我喝了红酒,,,,我喝了红酒,,,,
Cod_椰子罐头_DismantleActions[0].ActionName,,喝,,,,喝,,,,
Cod_水果沙拉_CardDescription,,美味水果沙拉,,,,美味水果沙拉,,,,
Cod_水果沙拉_CardName,,水果沙拉,,,,水果沙拉,,,,
Cod_水果沙拉_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_水果沙拉_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_沙拉套餐_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_沙拉套餐_CardDescription,,购买腰包,,,,购买腰包,,,,
Cod_沙拉套餐_CardName,,沙拉套餐,,,,沙拉套餐,,,,
Cod_沙拉套餐_UnlockConditionsDesc,,需要服务员,,,,需要服务员,,,,
Cod_火药罐_CardDescription,,火药罐，里面装满了火药，是制作子弹的必备材料。,,,,火药罐，里面装满了火药，是制作子弹的必备材料。,,,,
Cod_火药罐_CardName,,火药罐,,,,火药罐,,,,
Cod_火鸡_CardDescription,,感恩节就得吃这玩意,,,,感恩节就得吃这玩意,,,,
Cod_火鸡_CardName,,烤火鸡,,,,烤火鸡,,,,
Cod_火鸡_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_火鸡_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_火鸡菜谱_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_火鸡菜谱_CardDescription,,感恩节,,,,感恩节,,,,
Cod_火鸡菜谱_CardName,,感恩节大餐,,,,感恩节大餐,,,,
Cod_火鸡菜谱_UnlockConditionsDesc,,需要服务员,,,,需要服务员,,,,
Cod_灰烬蓝图_BlueprintFinishedLog.LogText,,制作灰烬,,,,制作灰烬,,,,
Cod_灰烬蓝图_CardDescription,,制作灰烬,,,,制作灰烬,,,,
Cod_灰烬蓝图_CardName,,制作灰烬,,,,制作灰烬,,,,
Cod_灰烬蓝图_UnlockConditionsDesc,,需要更高的纺织技能,,,,More Tailoring Needed,,,More Tailoring Needed,需要更高的纺织技能
Cod_炸鸡薯条_CardDescription,,炸鸡和薯条,,,,炸鸡和薯条,,,,
Cod_炸鸡薯条_CardName,,炸鸡薯条,,,,炸鸡薯条,,,,
Cod_炸鸡薯条_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_炸鸡薯条_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_点燃的砖炉_CardDescription,,我可以在这里烹饪或熏制食物。,,,,I can cook and smoke food here.,,,I can cook and smoke food here.,我可以在这里烹饪或熏制食物。
Cod_点燃的砖炉_CardInteractions[0].ActionName,,添入椰子壳,,,,Feed Coconut,,,Feed Coconut,添入椰子壳
Cod_点燃的砖炉_CardInteractions[1].ActionName,,添入柴火,,,,Feed Firewood,,,Feed Firewood,添入柴火
Cod_点燃的砖炉_CardInteractions[2].ActionName,,添入燃料,,,,Feed Fuel,,,Feed Fuel,添入燃料
Cod_点燃的砖炉_CardInteractions[3].ActionName,,添入木炭,,,,Feed Charcoal,,,Feed Charcoal,添入木炭
Cod_点燃的砖炉_CardInteractions[4].ActionName,,点燃火绒,,,,Light Tinder,,,Light Tinder,点燃火绒
Cod_点燃的砖炉_CardInteractions[5].ActionName,,添入树叶,,,,Feed Leaves,,,Feed Leaves,添入树叶
Cod_点燃的砖炉_CardName,,点燃的砖炉,,,,点燃的砖炉,,,,
Cod_点燃的砖炉_CookingRecipes[0].ActionName,,蝙蝠肉,,,,Bat,,,Bat,蝙蝠肉
Cod_点燃的砖炉_CookingRecipes[1].ActionName,,鸟肉,,,,Bird,,,Bird,鸟肉
Cod_点燃的砖炉_CookingRecipes[10].ActionName,,蒸发制盐,,,,Boiling Salt,,,Boiling Salt,蒸发制盐
Cod_点燃的砖炉_CookingRecipes[10].CannotCookText,,盐水不够……,,,,Not enough salt water...,,,Not enough salt water...,盐水不够……
Cod_点燃的砖炉_CookingRecipes[11].ActionName,,蒸发制盐,,,,Boiling Salt,,,Boiling Salt,蒸发制盐
Cod_点燃的砖炉_CookingRecipes[11].CannotCookText,,盐水不够……,,,,Not enough salt water...,,,Not enough salt water...,盐水不够……
Cod_点燃的砖炉_CookingRecipes[12].ActionName,,熬煮树汁,,,,Boiling Sap,,,Boiling Sap,熬煮树汁
Cod_点燃的砖炉_CookingRecipes[12].CannotCookText,,树汁不够……,,,,Not enough sap...,,,Not enough sap...,树汁不够……
Cod_点燃的砖炉_CookingRecipes[13].ActionName,,烧开水,,,,Boiling Water,,,Boiling Water,烧开水
Cod_点燃的砖炉_CookingRecipes[14].ActionName,,烧开水,,,,Boiling Water,,,Boiling Water,烧开水
Cod_点燃的砖炉_CookingRecipes[15].ActionName,,烧开水,,,,Boiling Water,,,Boiling Water,烧开水
Cod_点燃的砖炉_CookingRecipes[16].ActionName,,煮参薯,,,,Boiling Yam,,,Boiling Yam,煮参薯
Cod_点燃的砖炉_CookingRecipes[17].ActionName,,煮参薯,,,,Boiling Yam,,,Boiling Yam,煮参薯
Cod_点燃的砖炉_CookingRecipes[18].ActionName,,北梭鱼,,,,Bonefish,,,Bonefish,北梭鱼
Cod_点燃的砖炉_CookingRecipes[19].ActionName,,北梭鱼熏制好了,,,,Bonefish Smoked,,,Bonefish Smoked,北梭鱼熏制好了
Cod_点燃的砖炉_CookingRecipes[19].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[2].ActionName,,鸟肉熏制好了,,,,Bird Smoked,,,Bird Smoked,鸟肉熏制好了
Cod_点燃的砖炉_CookingRecipes[2].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[20].ActionName,,黄油焗牡蛎,,,,Butter Baked Oysters,,,Butter Baked Oysters,黄油焗牡蛎
Cod_点燃的砖炉_CookingRecipes[21].ActionName,,姜糖,,,,Candied Ginger,,,Candied Ginger,姜糖
Cod_点燃的砖炉_CookingRecipes[22].ActionName,,烧焦物,,,,Charred Remains,,,Charred Remains,烧焦物
Cod_点燃的砖炉_CookingRecipes[22].CustomCookingText,,{0}后烧焦,,,,Burned in {0},,,Burned in {0},{0}后烧焦
Cod_点燃的砖炉_CookingRecipes[23].ActionName,,椰子鱼,,,,Coconut Fish,,,Coconut Fish,椰子鱼
Cod_点燃的砖炉_CookingRecipes[24].ActionName,,椰肉,,,,Coconut Meat,,,Coconut Meat,椰肉
Cod_点燃的砖炉_CookingRecipes[25].ActionName,,咖啡,,,,Coffee,,,Coffee,咖啡
Cod_点燃的砖炉_CookingRecipes[26].ActionName,,海螺肉,,,,Conch Meat,,,Conch Meat,海螺肉
Cod_点燃的砖炉_CookingRecipes[27].ActionName,,加热油桶,,,,Cook Jerrycan,,,Cook Jerrycan,加热油桶
Cod_点燃的砖炉_CookingRecipes[28].ActionName,,螃蟹,,,,Crab,,,Crab,螃蟹
Cod_点燃的砖炉_CookingRecipes[29].ActionName,,醉蟹,,,,Drunken Crab,,,Drunken Crab,醉蟹
Cod_点燃的砖炉_CookingRecipes[3].ActionName,,野猪肉,,,,Boar,,,Boar,野猪肉
Cod_点燃的砖炉_CookingRecipes[30].ActionName,,烘干辣椒,,,,Dry Chilies,,,Dry Chilies,烘干辣椒
Cod_点燃的砖炉_CookingRecipes[30].CustomCookingText,,烘干中……,,,,Drying...,,,Drying...,烘干中……
Cod_点燃的砖炉_CookingRecipes[31].ActionName,,烘干金鸡纳树皮,,,,Dry Cinchona Bark,,,Dry Cinchona Bark,烘干金鸡纳树皮
Cod_点燃的砖炉_CookingRecipes[31].CustomCookingText,,烘干中……,,,,Drying...,,,Drying...,烘干中……
Cod_点燃的砖炉_CookingRecipes[32].ActionName,,烘干生姜,,,,Dry Ginger,,,Dry Ginger,烘干生姜
Cod_点燃的砖炉_CookingRecipes[32].CustomCookingText,,烘干中……,,,,Drying...,,,Drying...,烘干中……
Cod_点燃的砖炉_CookingRecipes[33].ActionName,,烘干蜘蛛兰叶,,,,Dry Spider Lily,,,Dry Spider Lily,烘干蜘蛛兰叶
Cod_点燃的砖炉_CookingRecipes[33].CustomCookingText,,烘干中……,,,,Drying...,,,Drying...,烘干中……
Cod_点燃的砖炉_CookingRecipes[34].ActionName,,烘干卡瓦根,,,,Dry Kava,,,Dry Kava,烘干卡瓦根
Cod_点燃的砖炉_CookingRecipes[34].CustomCookingText,,烘干中……,,,,Drying...,,,Drying...,烘干中……
Cod_点燃的砖炉_CookingRecipes[35].ActionName,,蛋,,,,Egg,,,Egg,蛋
Cod_点燃的砖炉_CookingRecipes[36].ActionName,,炸鱼薯条,,,,Fish N Chips,,,Fish N Chips,炸鱼薯条
Cod_点燃的砖炉_CookingRecipes[37].ActionName,,鱼肉煎蛋饼,,,,Fish Omelette,,,Fish Omelette,鱼肉煎蛋饼
Cod_点燃的砖炉_CookingRecipes[38].ActionName,,鱼杂,,,,Fish Scraps,,,Fish Scraps,鱼杂
Cod_点燃的砖炉_CookingRecipes[39].ActionName,,鱼片,,,,Fish Slices,,,Fish Slices,鱼片
Cod_点燃的砖炉_CookingRecipes[4].ActionName,,野猪肉熏制好了,,,,Boar Smoked,,,Boar Smoked,野猪肉熏制好了
Cod_点燃的砖炉_CookingRecipes[4].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[40].ActionName,,面饼,,,,Flatbread,,,Flatbread,面饼
Cod_点燃的砖炉_CookingRecipes[41].ActionName,,炸香蕉,,,,Fried Bananas,,,Fried Bananas,炸香蕉
Cod_点燃的砖炉_CookingRecipes[42].ActionName,,炒菇球,,,,Fried Puffballs,,,Fried Puffballs,炒菇球
Cod_点燃的砖炉_CookingRecipes[43].ActionName,,加热胶水,,,,Glue Heat Up,,,Glue Heat Up,加热胶水
Cod_点燃的砖炉_CookingRecipes[44].ActionName,,羊肉,,,,Goat,,,Goat,羊肉
Cod_点燃的砖炉_CookingRecipes[45].ActionName,,羊肉熏制好了,,,,Goat Smoked,,,Goat Smoked,羊肉熏制好了
Cod_点燃的砖炉_CookingRecipes[45].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[46].ActionName,,炖羊肉,,,,Goat Stew,,,Goat Stew,炖羊肉
Cod_点燃的砖炉_CookingRecipes[47].ActionName,,绯鲤,,,,Goatfish,,,Goatfish,绯鲤
Cod_点燃的砖炉_CookingRecipes[48].ActionName,,绯鲤熏制好了,,,,Goatfish Smoked,,,Goatfish Smoked,绯鲤熏制好了
Cod_点燃的砖炉_CookingRecipes[48].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[49].ActionName,,石斑鱼,,,,Grouper,,,Grouper,石斑鱼
Cod_点燃的砖炉_CookingRecipes[5].ActionName,,熬制香茅精油,,,,Boiling Citronella Mix,,,Boiling Citronella Mix,熬制香茅精油
Cod_点燃的砖炉_CookingRecipes[50].ActionName,,烟熏石斑鱼,,,,Grouper Smoked,,,Grouper Smoked,烟熏石斑鱼
Cod_点燃的砖炉_CookingRecipes[50].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[51].ActionName,,加热中的胶水,,,,Heating Up Glue,,,Heating Up Glue,加热中的胶水
Cod_点燃的砖炉_CookingRecipes[52].ActionName,,鲱鱼,,,,Herring,,,Herring,鲱鱼
Cod_点燃的砖炉_CookingRecipes[53].ActionName,,蜜糖,,,,Honey Candy,,,Honey Candy,蜜糖
Cod_点燃的砖炉_CookingRecipes[54].ActionName,,蜜汁火腿,,,,Honey Glazed Pork,,,Honey Glazed Pork,蜜汁火腿
Cod_点燃的砖炉_CookingRecipes[55].ActionName,,热带烤鸡,,,,Island Chicken,,,Island Chicken,热带烤鸡
Cod_点燃的砖炉_CookingRecipes[56].ActionName,,蜥蜴,,,,Lizard,,,Lizard,蜥蜴
Cod_点燃的砖炉_CookingRecipes[57].ActionName,,辣炒巨蜥肉,,,,Lizard Fry,,,Lizard Fry,辣炒巨蜥肉
Cod_点燃的砖炉_CookingRecipes[58].ActionName,,猕猴,,,,Macaque,,,Macaque,猕猴
Cod_点燃的砖炉_CookingRecipes[59].ActionName,,猕猴肉串,,,,Macaque Skewers,,,Macaque Skewers,猕猴肉串
Cod_点燃的砖炉_CookingRecipes[6].ActionName,,熬制胶水,,,,Boiling Glue,,,Boiling Glue,熬制胶水
Cod_点燃的砖炉_CookingRecipes[60].ActionName,,烟熏猕猴肉,,,,Macaque Smoked,,,Macaque Smoked,烟熏猕猴肉
Cod_点燃的砖炉_CookingRecipes[60].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[61].ActionName,,制作碱液,,,,Make Lye,,,Make Lye,制作碱液
Cod_点燃的砖炉_CookingRecipes[62].ActionName,,熬制油,,,,Make Oil,,,Make Oil,熬制油
Cod_点燃的砖炉_CookingRecipes[63].ActionName,,熬制油,,,,Make Oil,,,Make Oil,熬制油
Cod_点燃的砖炉_CookingRecipes[64].ActionName,,制作肥皂,,,,Make Soap,,,Make Soap,制作肥皂
Cod_点燃的砖炉_CookingRecipes[65].ActionName,,巨蜥,,,,Monitor,,,Monitor,巨蜥
Cod_点燃的砖炉_CookingRecipes[66].ActionName,,烟熏巨蜥肉,,,,Monitor Smoked,,,Monitor Smoked,烟熏巨蜥肉
Cod_点燃的砖炉_CookingRecipes[66].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[67].ActionName,,老鼠肉,,,,Mouse,,,Mouse,老鼠肉
Cod_点燃的砖炉_CookingRecipes[68].ActionName,,弹涂鱼,,,,Mudskipper,,,Mudskipper,弹涂鱼
Cod_点燃的砖炉_CookingRecipes[69].ActionName,,牡蛎,,,,Oyster,,,Oyster,牡蛎
Cod_点燃的砖炉_CookingRecipes[7].ActionName,,熬制茉莉精油,,,,Boiling Jasmine Mix,,,Boiling Jasmine Mix,熬制茉莉精油
Cod_点燃的砖炉_CookingRecipes[70].ActionName,,鹦哥鱼,,,,Parrotfish,,,Parrotfish,鹦哥鱼
Cod_点燃的砖炉_CookingRecipes[71].ActionName,,烟熏鹦哥鱼,,,,Parrotfish Smoked,,,Parrotfish Smoked,烟熏鹦哥鱼
Cod_点燃的砖炉_CookingRecipes[71].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[72].ActionName,,猪肉大餐,,,,Pork Feast,,,Pork Feast,猪肉大餐
Cod_点燃的砖炉_CookingRecipes[73].ActionName,,虾,,,,Prawns,,,Prawns,虾
Cod_点燃的砖炉_CookingRecipes[74].ActionName,,蛋白棒,,,,Protein Bars,,,Protein Bars,蛋白棒
Cod_点燃的砖炉_CookingRecipes[75].ActionName,,西米蛋糕,,,,Sago Cake,,,Sago Cake,西米蛋糕
Cod_点燃的砖炉_CookingRecipes[76].ActionName,,西米饼,,,,Sago Flatbread,,,Sago Flatbread,西米饼
Cod_点燃的砖炉_CookingRecipes[77].ActionName,,西米糕,,,,Sago Slime,,,Sago Slime,西米糕
Cod_点燃的砖炉_CookingRecipes[78].ActionName,,鱼杂汤,,,,Scrappy Soup,,,Scrappy Soup,鱼杂汤
Cod_点燃的砖炉_CookingRecipes[79].ActionName,,海怪肉,,,,Seahound,,,Seahound,海怪肉
Cod_点燃的砖炉_CookingRecipes[8].ActionName,,煮米饭,,,,Boiling Rice,,,Boiling Rice,煮米饭
Cod_点燃的砖炉_CookingRecipes[80].ActionName,,鲨鱼肉,,,,Shark,,,Shark,鲨鱼肉
Cod_点燃的砖炉_CookingRecipes[81].ActionName,,烟熏鲨鱼肉,,,,Shark Smoked,,,Shark Smoked,烟熏鲨鱼肉
Cod_点燃的砖炉_CookingRecipes[82].ActionName,,蛇肉,,,,Snake,,,Snake,蛇肉
Cod_点燃的砖炉_CookingRecipes[83].ActionName,,松软的海螺肉,,,,Soft Conch Meat,,,Soft Conch Meat,松软的海螺肉
Cod_点燃的砖炉_CookingRecipes[84].ActionName,,马鲅鱼,,,,Threadfin,,,Threadfin,马鲅鱼
Cod_点燃的砖炉_CookingRecipes[85].ActionName,,烟熏马鲅鱼,,,,Threadfin Smoked,,,Threadfin Smoked,烟熏马鲅鱼
Cod_点燃的砖炉_CookingRecipes[85].CustomCookingText,,{0}后熏制好,,,,Smoked in {0},,,Smoked in {0},{0}后熏制好
Cod_点燃的砖炉_CookingRecipes[86].ActionName,,热带杏仁,,,,Tropical Almonds,,,Tropical Almonds,热带杏仁
Cod_点燃的砖炉_CookingRecipes[87].ActionName,,海胆,,,,Urchin,,,Urchin,海胆
Cod_点燃的砖炉_CookingRecipes[88].ActionName,,参薯咖喱,,,,Yam Curry,,,Yam Curry,参薯咖喱
Cod_点燃的砖炉_CookingRecipes[89].ActionName,,蛋炒饭,,,,Egg Fried Rice,,,Egg Fried Rice,蛋炒饭
Cod_点燃的砖炉_CookingRecipes[9].ActionName,,煮米饭,,,,Boiling Rice,,,Boiling Rice,煮米饭
Cod_点燃的砖炉_CookingRecipes[90].ActionName,,参薯酱,,,,Yam Jam,,,Yam Jam,参薯酱
Cod_点燃的砖炉_DismantleActions[0].ActionName,,取出火炭,,,,Take Embers,,,Take Embers,取出火炭
Cod_点燃的砖炉_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,,木炭尚未完成。,,,,Charcoal not ready yet.,,,Charcoal not ready yet.,木炭尚未完成。
Cod_点燃的砖炉_DismantleActions[1].ActionName,,熄灭火焰,,,,Extinguish Fire,,,Extinguish Fire,熄灭火焰
Cod_牛排_CardDescription,,七分熟的牛排,,,,七分熟的牛排,,,,
Cod_牛排_CardName,,牛排,,,,牛排,,,,
Cod_牛排_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_牛排_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_牛排套餐_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_牛排套餐_CardDescription,,购买腰包,,,,购买腰包,,,,
Cod_牛排套餐_CardName,,牛排套餐,,,,牛排套餐,,,,
Cod_牛排套餐_UnlockConditionsDesc,,需要服务员,,,,需要服务员,,,,
Cod_牛肉罐头_CardDescription,,一罐牛肉罐头,,,,一罐牛肉罐头,,,,
Cod_牛肉罐头_CardName,,牛肉罐头,,,,牛肉罐头,,,,
Cod_牛肉罐头_DismantleActions[0].ActionLog.LogText,,我吃了牛肉罐头,,,,我吃了牛肉罐头,,,,
Cod_牛肉罐头_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_狗粮罐头_CardDescription,,一罐陈旧的狗粮罐头，但是还能吃,,,,一罐陈旧的狗粮罐头，但是还能吃,,,,
Cod_狗粮罐头_CardName,,陈旧的狗粮罐头,,,,陈旧的狗粮罐头,,,,
Cod_狗粮罐头_DismantleActions[0].ActionLog.LogText,,我吃了陈旧的狗粮罐头,,,,我吃了陈旧的狗粮罐头,,,,
Cod_狗粮罐头_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_猪排豆子_CardDescription,,猪排豆子和米饭,,,,猪排豆子和米饭,,,,
Cod_猪排豆子_CardName,,猪排豆子,,,,猪排豆子,,,,
Cod_猪排豆子_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_猪排豆子_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_猪排豆子套餐_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_猪排豆子套餐_CardDescription,,购买腰包,,,,购买腰包,,,,
Cod_猪排豆子套餐_CardName,,猪排豆子套餐,,,,猪排豆子套餐,,,,
Cod_猪排豆子套餐_UnlockConditionsDesc,,需要服务员,,,,需要服务员,,,,
Cod_猪肉罐头_CardDescription,,一罐猪肉罐头,,,,一罐猪肉罐头,,,,
Cod_猪肉罐头_CardName,,猪肉罐头,,,,猪肉罐头,,,,
Cod_猪肉罐头_DismantleActions[0].ActionLog.LogText,,我吃了牛肉罐头,,,,我吃了牛肉罐头,,,,
Cod_猪肉罐头_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_玻璃罐_CardDescription,,如果我找到秘方的话，我就能制作罐装食物了,,,,如果我找到秘方的话，我就能制作罐装食物了,,,,
Cod_玻璃罐_CardName,,空玻璃罐,,,,空玻璃罐,,,,
Cod_玻璃罐_DismantleActions[0].ActionName,,接雨水,,,,接雨水,,,,
Cod_用餐环境_Description,,显示你的用餐环境有多好，用餐时获得额外增益。,,,,Shows how good your eating place is. Gives you a bonus to eating.,,,Shows how good your eating place is. Gives you a bonus to eating.,显示你的用餐环境有多好，用餐时获得额外增益。
Cod_用餐环境_GameName,,用餐环境,,,,Foodplace,,,Foodplace,用餐环境
Cod_用餐环境_Statuses[0].Description,,中等效果,,,,Moderate Effect,,,Moderate Effect,中等效果
Cod_用餐环境_Statuses[0].GameName,,铜制餐具,,,,Eating Utensils,,,Eating Utensils,铜制餐具
Cod_监工工作_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_监工工作_CardDescription,,监工工作,,,,监工工作,,,,
Cod_监工工作_CardName,,监工工作,,,,监工工作,,,,
Cod_监工工作_UnlockConditionsDesc,,需要更高信任,,,,需要更高信任,,,,
Cod_石匠工作_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_石匠工作_CardDescription,,石匠工作,,,,石匠工作,,,,
Cod_石匠工作_CardName,,石匠工作,,,,石匠工作,,,,
Cod_石匠工作_UnlockConditionsDesc,,需要更高信任或石工,,,,需要更高信任或石工,,,,
Cod_石块堆_CardDescription,,用斧头或铲子才能挖动,,,,用斧头或铲子才能挖动,,,,
Cod_石块堆_CardInteractions[0].ActionName,,挖掘,,,,挖掘,,,,
Cod_石块堆_CardName,,石块堆,,,,石块堆,,,,
Cod_石块堆_UsageDurability.OnZero.ActionDescription,,废墟已清理！,,,,Debris Cleared!,,,Debris Cleared!,废墟已清理！
Cod_砖炉蓝图_BlueprintFinishedLog.LogText,,我建造了一个粘土火炉。,,,,I built a clay stove.,,,I built a clay stove.,我建造了一个粘土火炉。
Cod_砖炉蓝图_CardDescription,,一个完美的简易厨房，有四个槽位来烹饪食物，还有烟熏的功能。,,,,A perfect rustic Kitchen with 4 slots to cook and the ability to smoke food.,,,A perfect rustic Kitchen with 4 slots to cook and the ability to smoke food.,一个完美的简易厨房，有四个槽位来烹饪食物，还有烟熏的功能。
Cod_砖炉蓝图_CardName,,砖炉,,,,砖炉,,,,
Cod_砖炉蓝图_UnlockConditionsDesc,,需要红砖,,,,需要红砖,,,,
Cod_碾碎六个干土蓝图_BlueprintFinishedLog.LogText,,碾碎六个干土,,,,碾碎六个干土,,,,
Cod_碾碎六个干土蓝图_CardDescription,,碾碎六个干土,,,,碾碎六个干土,,,,
Cod_碾碎六个干土蓝图_CardName,,制作细土,,,,制作细土,,,,
Cod_碾碎六个干土蓝图_UnlockConditionsDesc,,需要更高的纺织技能,,,,More Tailoring Needed,,,More Tailoring Needed,需要更高的纺织技能
Cod_神秘小镇钟楼_CardDescription,,附近有僵尸，这有个大钟，那接下来怎么办？,,,,附近有僵尸，这有个大钟，那接下来怎么办？,,,,
Cod_神秘小镇钟楼_CardName,,钟楼,,,,钟楼,,,,
Cod_神秘小镇钟楼_DismantleActions[0].ActionName,,敲钟,,,,敲钟,,,,
Cod_神秘小镇钟楼_UsageDurability.OnZero.ActionDescription,,废墟已清理！,,,,Debris Cleared!,,,Debris Cleared!,废墟已清理！
Cod_神秘边境瞭望塔_CardDescription,,一个瞭望塔，我也许能去看看风景放松放松,,,,一个瞭望塔，我也许能去看看风景放松放松,,,,
Cod_神秘边境瞭望塔_CardName,,破败瞭望塔,,,,破败瞭望塔,,,,
Cod_神秘边境瞭望塔_DismantleActions[0].ActionName,,欣赏风景,,,,欣赏风景,,,,
Cod_空的左轮_CardDescription,,一把没有弹药的左轮，得找点弹药,,,,一把没有弹药的左轮，得找点弹药,,,,
Cod_空的左轮_CardInteractions[0].ActionName,,装填,,,,装填,,,,
Cod_空的左轮_CardName,,空的左轮,,,,空的左轮,,,,
Cod_空的左轮_UsageDurability.OnZero.ActionName,,弹药耗尽,,,,Out of ammo,,,Out of ammo,弹药耗尽
Cod_空锡罐_CardDescription,,里面没有一滴液体，但仍是不错的容器。,,,,里面没有一滴液体，但仍是不错的容器。,,,,
Cod_空锡罐_CardName,,空锡罐,,,,空锡罐,,,,
Cod_空锡罐_DismantleActions[0].ActionName,,接雨水,,,,接雨水,,,,
Cod_红烧鱼_CardDescription,,红烧鱼肉,,,,红烧鱼肉,,,,
Cod_红烧鱼_CardName,,红烧鱼,,,,红烧鱼,,,,
Cod_红烧鱼_DismantleActions[0].ActionLog.LogText,,我吃了鸡肉三明治。,,,,I ate a chicken sandwitch.,,,I ate a chicken sandwitch.,我吃了鸡肉三明治。
Cod_红烧鱼_DismantleActions[0].ActionName,,食用,,,,Eat,,,Eat,食用
Cod_红烧鱼菜谱_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_红烧鱼菜谱_CardDescription,,红烧鱼肉,,,,红烧鱼肉,,,,
Cod_红烧鱼菜谱_CardName,,红烧鱼,,,,红烧鱼,,,,
Cod_红烧鱼菜谱_UnlockConditionsDesc,,需要服务员,,,,需要服务员,,,,
Cod_红牛_CardDescription,,喝乐虎，激发正能量！不是...,,,,喝乐虎，激发正能量！不是...,,,,
Cod_红牛_CardName,,一瓶红牛,,,,一瓶红牛,,,,
Cod_红牛_DismantleActions[0].ActionLog.LogText,,我喝了红酒,,,,我喝了红酒,,,,
Cod_红牛_DismantleActions[0].ActionName,,喝,,,,喝,,,,
Cod_红砖_CardDescription,,砌啥好呢,,,,砌啥好呢,,,,
Cod_红砖_CardInteractions[0].ActionName,,拆解,,,,Break,,,Break,拆解
Cod_红砖_CardName,,红砖,,,,红砖,,,,
Cod_红砖房柜子_CardName,,Shabby cabinet,,,,Shabby cabinet,,,,
Cod_红砖房柜子_DismantleActions[0].ActionName,,search,,,,search,,,,
Cod_红砖房柜子_UsageDurability.OnZero.ActionDescription,,拆除了柜子,,,,拆除了柜子,,,,
Cod_纺织工作_BlueprintFinishedLog.LogText,,I mad,,,,I mad,,,,
Cod_纺织工作_CardDescription,,纺织工作,,,,纺织工作,,,,
Cod_纺织工作_CardName,,纺织工作,,,,纺织工作,,,,
